,album_group,album_type,artists,href,id,images,name,release_date,release_date_precision,total_tracks,type,uri,external_urls.spotify
20,single,single,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1wRPtKGflJrBx9BmLsSwlU'}, 'href': 'https://api.spotify.com/v1/artists/1wRPtKGflJrBx9BmLsSwlU', 'id': '1wRPtKGflJrBx9BmLsSwlU', 'name': 'Pritam', 'type': 'artist', 'uri': 'spotify:artist:1wRPtKGflJrBx9BmLsSwlU'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/4YRxDV8wJFPHPTeXepOstw'}, 'href': 'https://api.spotify.com/v1/artists/4YRxDV8wJFPHPTeXepOstw', 'id': '4YRxDV8wJFPHPTeXepOstw', 'name': 'Arijit Singh', 'type': 'artist', 'uri': 'spotify:artist:4YRxDV8wJFPHPTeXepOstw'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/2fMqTqiTxUDlmcOEPaQSsx'}, 'href': 'https://api.spotify.com/v1/artists/2fMqTqiTxUDlmcOEPaQSsx', 'id': '2fMqTqiTxUDlmcOEPaQSsx', 'name': 'Amitabh Bhattacharya', 'type': 'artist', 'uri': 'spotify:artist:2fMqTqiTxUDlmcOEPaQSsx'}]",https://api.spotify.com/v1/albums/4zVaVvHQoqBIAetmDpInoL,4zVaVvHQoqBIAetmDpInoL,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27388fcfaa7f55641d695501efd', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e0288fcfaa7f55641d695501efd', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d0000485188fcfaa7f55641d695501efd', 'width': 64}]",Deva Deva - The Unheard Version,3/3/23,day,1,album,spotify:album:4zVaVvHQoqBIAetmDpInoL,https://open.spotify.com/album/4zVaVvHQoqBIAetmDpInoL
21,single,single,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0sSxphmGskGCKlwB9xa6WU'}, 'href': 'https://api.spotify.com/v1/artists/0sSxphmGskGCKlwB9xa6WU', 'id': '0sSxphmGskGCKlwB9xa6WU', 'name': 'Himesh Reshammiya', 'type': 'artist', 'uri': 'spotify:artist:0sSxphmGskGCKlwB9xa6WU'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/4YRxDV8wJFPHPTeXepOstw'}, 'href': 'https://api.spotify.com/v1/artists/4YRxDV8wJFPHPTeXepOstw', 'id': '4YRxDV8wJFPHPTeXepOstw', 'name': 'Arijit Singh', 'type': 'artist', 'uri': 'spotify:artist:4YRxDV8wJFPHPTeXepOstw'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/5wQDQFm7Ku8WWGi5xqJ9lp'}, 'href': 'https://api.spotify.com/v1/artists/5wQDQFm7Ku8WWGi5xqJ9lp', 'id': '5wQDQFm7Ku8WWGi5xqJ9lp', 'name': 'Jyotica Tangri', 'type': 'artist', 'uri': 'spotify:artist:5wQDQFm7Ku8WWGi5xqJ9lp'}]",https://api.spotify.com/v1/albums/5NCJ7f8YdojKzfjJQbFgBs,5NCJ7f8YdojKzfjJQbFgBs,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273e4332da57b52d32d6c4b6afd', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02e4332da57b52d32d6c4b6afd', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851e4332da57b52d32d6c4b6afd', 'width': 64}]","Tera Hua (From ""Bad Boy"")",2/26/23,day,1,album,spotify:album:5NCJ7f8YdojKzfjJQbFgBs,https://open.spotify.com/album/5NCJ7f8YdojKzfjJQbFgBs
22,single,single,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4YRxDV8wJFPHPTeXepOstw'}, 'href': 'https://api.spotify.com/v1/artists/4YRxDV8wJFPHPTeXepOstw', 'id': '4YRxDV8wJFPHPTeXepOstw', 'name': 'Arijit Singh', 'type': 'artist', 'uri': 'spotify:artist:4YRxDV8wJFPHPTeXepOstw'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/0T1CMVkqffHlqEk4BcAph1'}, 'href': 'https://api.spotify.com/v1/artists/0T1CMVkqffHlqEk4BcAph1', 'id': '0T1CMVkqffHlqEk4BcAph1', 'name': 'Tulsi Kumar', 'type': 'artist', 'uri': 'spotify:artist:0T1CMVkqffHlqEk4BcAph1'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/70voqWnL1gpuxodufMgBt4'}, 'href': 'https://api.spotify.com/v1/artists/70voqWnL1gpuxodufMgBt4', 'id': '70voqWnL1gpuxodufMgBt4', 'name': 'Abhijit Vaghani', 'type': 'artist', 'uri': 'spotify:artist:70voqWnL1gpuxodufMgBt4'}]",https://api.spotify.com/v1/albums/3Glv5TxfoB9Qp67nwPH4ka,3Glv5TxfoB9Qp67nwPH4ka,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273314ae55b80be94707cf0b6d0', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02314ae55b80be94707cf0b6d0', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851314ae55b80be94707cf0b6d0', 'width': 64}]",Dil Ke Paas - Close To Your Heart,2/14/23,day,1,album,spotify:album:3Glv5TxfoB9Qp67nwPH4ka,https://open.spotify.com/album/3Glv5TxfoB9Qp67nwPH4ka
23,single,single,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0oZUBBe32WUJY1WjGzYEG8'}, 'href': 'https://api.spotify.com/v1/artists/0oZUBBe32WUJY1WjGzYEG8', 'id': '0oZUBBe32WUJY1WjGzYEG8', 'name': 'Rohanpreet Singh', 'type': 'artist', 'uri': 'spotify:artist:0oZUBBe32WUJY1WjGzYEG8'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/5f4QpKfy7ptCHwTqspnSJI'}, 'href': 'https://api.spotify.com/v1/artists/5f4QpKfy7ptCHwTqspnSJI', 'id': '5f4QpKfy7ptCHwTqspnSJI', 'name': 'Neha Kakkar', 'type': 'artist', 'uri': 'spotify:artist:5f4QpKfy7ptCHwTqspnSJI'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/4YRxDV8wJFPHPTeXepOstw'}, 'href': 'https://api.spotify.com/v1/artists/4YRxDV8wJFPHPTeXepOstw', 'id': '4YRxDV8wJFPHPTeXepOstw', 'name': 'Arijit Singh', 'type': 'artist', 'uri': 'spotify:artist:4YRxDV8wJFPHPTeXepOstw'}]",https://api.spotify.com/v1/albums/1yqwgFq9DO6NqFlyE7CGQe,1yqwgFq9DO6NqFlyE7CGQe,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27377216ad0871bdce0cf399ff5', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e0277216ad0871bdce0cf399ff5', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d0000485177216ad0871bdce0cf399ff5', 'width': 64}]",Gham Khushiyan,2/13/23,day,1,album,spotify:album:1yqwgFq9DO6NqFlyE7CGQe,https://open.spotify.com/album/1yqwgFq9DO6NqFlyE7CGQe
24,single,single,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1wRPtKGflJrBx9BmLsSwlU'}, 'href': 'https://api.spotify.com/v1/artists/1wRPtKGflJrBx9BmLsSwlU', 'id': '1wRPtKGflJrBx9BmLsSwlU', 'name': 'Pritam', 'type': 'artist', 'uri': 'spotify:artist:1wRPtKGflJrBx9BmLsSwlU'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/4YRxDV8wJFPHPTeXepOstw'}, 'href': 'https://api.spotify.com/v1/artists/4YRxDV8wJFPHPTeXepOstw', 'id': '4YRxDV8wJFPHPTeXepOstw', 'name': 'Arijit Singh', 'type': 'artist', 'uri': 'spotify:artist:4YRxDV8wJFPHPTeXepOstw'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/2fMqTqiTxUDlmcOEPaQSsx'}, 'href': 'https://api.spotify.com/v1/artists/2fMqTqiTxUDlmcOEPaQSsx', 'id': '2fMqTqiTxUDlmcOEPaQSsx', 'name': 'Amitabh Bhattacharya', 'type': 'artist', 'uri': 'spotify:artist:2fMqTqiTxUDlmcOEPaQSsx'}]",https://api.spotify.com/v1/albums/1cttjZoENYipDCPgISthpY,1cttjZoENYipDCPgISthpY,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27383e569e0fa43464cb8525561', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e0283e569e0fa43464cb8525561', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d0000485183e569e0fa43464cb8525561', 'width': 64}]","Pyaar Hota Kayi Baar Hai (From ""Tu Jhoothi Main Makkaar"")",2/10/23,day,1,album,spotify:album:1cttjZoENYipDCPgISthpY,https://open.spotify.com/album/1cttjZoENYipDCPgISthpY
25,single,single,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1wRPtKGflJrBx9BmLsSwlU'}, 'href': 'https://api.spotify.com/v1/artists/1wRPtKGflJrBx9BmLsSwlU', 'id': '1wRPtKGflJrBx9BmLsSwlU', 'name': 'Pritam', 'type': 'artist', 'uri': 'spotify:artist:1wRPtKGflJrBx9BmLsSwlU'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/4YRxDV8wJFPHPTeXepOstw'}, 'href': 'https://api.spotify.com/v1/artists/4YRxDV8wJFPHPTeXepOstw', 'id': '4YRxDV8wJFPHPTeXepOstw', 'name': 'Arijit Singh', 'type': 'artist', 'uri': 'spotify:artist:4YRxDV8wJFPHPTeXepOstw'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/2fMqTqiTxUDlmcOEPaQSsx'}, 'href': 'https://api.spotify.com/v1/artists/2fMqTqiTxUDlmcOEPaQSsx', 'id': '2fMqTqiTxUDlmcOEPaQSsx', 'name': 'Amitabh Bhattacharya', 'type': 'artist', 'uri': 'spotify:artist:2fMqTqiTxUDlmcOEPaQSsx'}]",https://api.spotify.com/v1/albums/5uAi4ZZc7zRdd6PsKNcJXO,5uAi4ZZc7zRdd6PsKNcJXO,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273fdd4cc7defb987b4c3aa2d9e', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02fdd4cc7defb987b4c3aa2d9e', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851fdd4cc7defb987b4c3aa2d9e', 'width': 64}]","Tere Pyaar Mein (From ""Tu Jhoothi Main Makkaar"")",2/1/23,day,1,album,spotify:album:5uAi4ZZc7zRdd6PsKNcJXO,https://open.spotify.com/album/5uAi4ZZc7zRdd6PsKNcJXO
26,single,single,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1wRPtKGflJrBx9BmLsSwlU'}, 'href': 'https://api.spotify.com/v1/artists/1wRPtKGflJrBx9BmLsSwlU', 'id': '1wRPtKGflJrBx9BmLsSwlU', 'name': 'Pritam', 'type': 'artist', 'uri': 'spotify:artist:1wRPtKGflJrBx9BmLsSwlU'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/4YRxDV8wJFPHPTeXepOstw'}, 'href': 'https://api.spotify.com/v1/artists/4YRxDV8wJFPHPTeXepOstw', 'id': '4YRxDV8wJFPHPTeXepOstw', 'name': 'Arijit Singh', 'type': 'artist', 'uri': 'spotify:artist:4YRxDV8wJFPHPTeXepOstw'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/3tPQOjkxO3mrYrrgkTeXgH'}, 'href': 'https://api.spotify.com/v1/artists/3tPQOjkxO3mrYrrgkTeXgH', 'id': '3tPQOjkxO3mrYrrgkTeXgH', 'name': 'Nikhita Gandhi', 'type': 'artist', 'uri': 'spotify:artist:3tPQOjkxO3mrYrrgkTeXgH'}]",https://api.spotify.com/v1/albums/4ZRWac4XgoJF3bITMy3GHA,4ZRWac4XgoJF3bITMy3GHA,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273e83de780353dbd128f489c9d', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02e83de780353dbd128f489c9d', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851e83de780353dbd128f489c9d', 'width': 64}]","Chedkhaniyan (From ""Shehzada"")",1/24/23,day,1,album,spotify:album:4ZRWac4XgoJF3bITMy3GHA,https://open.spotify.com/album/4ZRWac4XgoJF3bITMy3GHA
27,single,single,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4YRxDV8wJFPHPTeXepOstw'}, 'href': 'https://api.spotify.com/v1/artists/4YRxDV8wJFPHPTeXepOstw', 'id': '4YRxDV8wJFPHPTeXepOstw', 'name': 'Arijit Singh', 'type': 'artist', 'uri': 'spotify:artist:4YRxDV8wJFPHPTeXepOstw'}]",https://api.spotify.com/v1/albums/5rgmvCeAM6kTGqZBdDLg0V,5rgmvCeAM6kTGqZBdDLg0V,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273287ba4fc53ecc1f1d0f0235a', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02287ba4fc53ecc1f1d0f0235a', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851287ba4fc53ecc1f1d0f0235a', 'width': 64}]",Bhalolaage Tomake - Lofi,1/23/23,day,1,album,spotify:album:5rgmvCeAM6kTGqZBdDLg0V,https://open.spotify.com/album/5rgmvCeAM6kTGqZBdDLg0V
28,single,single,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4YRxDV8wJFPHPTeXepOstw'}, 'href': 'https://api.spotify.com/v1/artists/4YRxDV8wJFPHPTeXepOstw', 'id': '4YRxDV8wJFPHPTeXepOstw', 'name': 'Arijit Singh', 'type': 'artist', 'uri': 'spotify:artist:4YRxDV8wJFPHPTeXepOstw'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/5wJ1H6ud777odtZl5gG507'}, 'href': 'https://api.spotify.com/v1/artists/5wJ1H6ud777odtZl5gG507', 'id': '5wJ1H6ud777odtZl5gG507', 'name': 'Vishal Mishra', 'type': 'artist', 'uri': 'spotify:artist:5wJ1H6ud777odtZl5gG507'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/6rgc6AL16aoiwofPPzsoLU'}, 'href': 'https://api.spotify.com/v1/artists/6rgc6AL16aoiwofPPzsoLU', 'id': '6rgc6AL16aoiwofPPzsoLU', 'name': 'Sanjay S Yadav', 'type': 'artist', 'uri': 'spotify:artist:6rgc6AL16aoiwofPPzsoLU'}]",https://api.spotify.com/v1/albums/6GrRNzm3K4bY2RMVHB3IwB,6GrRNzm3K4bY2RMVHB3IwB,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273a409cc3a393502e113930d9c', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02a409cc3a393502e113930d9c', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851a409cc3a393502e113930d9c', 'width': 64}]",Sun Bhi Le - Lofi Mix,1/20/23,day,1,album,spotify:album:6GrRNzm3K4bY2RMVHB3IwB,https://open.spotify.com/album/6GrRNzm3K4bY2RMVHB3IwB
29,single,single,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4YRxDV8wJFPHPTeXepOstw'}, 'href': 'https://api.spotify.com/v1/artists/4YRxDV8wJFPHPTeXepOstw', 'id': '4YRxDV8wJFPHPTeXepOstw', 'name': 'Arijit Singh', 'type': 'artist', 'uri': 'spotify:artist:4YRxDV8wJFPHPTeXepOstw'}]",https://api.spotify.com/v1/albums/1DEJU0TmqW4eRN6ZwbgSFi,1DEJU0TmqW4eRN6ZwbgSFi,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273bedc24ea7c45e7ba757151bb', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02bedc24ea7c45e7ba757151bb', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851bedc24ea7c45e7ba757151bb', 'width': 64}]",Bojhabo Ki kore - Lofi,1/13/23,day,1,album,spotify:album:1DEJU0TmqW4eRN6ZwbgSFi,https://open.spotify.com/album/1DEJU0TmqW4eRN6ZwbgSFi
30,single,single,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of'}, 'href': 'https://api.spotify.com/v1/artists/0LyfQWJT6nXafLPZqxe9Of', 'id': '0LyfQWJT6nXafLPZqxe9Of', 'name': 'Various Artists', 'type': 'artist', 'uri': 'spotify:artist:0LyfQWJT6nXafLPZqxe9Of'}]",https://api.spotify.com/v1/albums/5bwrDwmzMCytTxszVUswqx,5bwrDwmzMCytTxszVUswqx,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273da2b88d998308aba134e427d', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02da2b88d998308aba134e427d', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851da2b88d998308aba134e427d', 'width': 64}]",Dj Tarunn Lofi Mashup,1/13/23,day,1,album,spotify:album:5bwrDwmzMCytTxszVUswqx,https://open.spotify.com/album/5bwrDwmzMCytTxszVUswqx
31,single,single,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4YRxDV8wJFPHPTeXepOstw'}, 'href': 'https://api.spotify.com/v1/artists/4YRxDV8wJFPHPTeXepOstw', 'id': '4YRxDV8wJFPHPTeXepOstw', 'name': 'Arijit Singh', 'type': 'artist', 'uri': 'spotify:artist:4YRxDV8wJFPHPTeXepOstw'}]",https://api.spotify.com/v1/albums/5ogel8Etb96MZG3QodZyUL,5ogel8Etb96MZG3QodZyUL,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273c7c9c51a841ef57c7e4afa93', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02c7c9c51a841ef57c7e4afa93', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851c7c9c51a841ef57c7e4afa93', 'width': 64}]",Eto Kiser Tara,1/13/23,day,1,album,spotify:album:5ogel8Etb96MZG3QodZyUL,https://open.spotify.com/album/5ogel8Etb96MZG3QodZyUL
32,single,single,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1wRPtKGflJrBx9BmLsSwlU'}, 'href': 'https://api.spotify.com/v1/artists/1wRPtKGflJrBx9BmLsSwlU', 'id': '1wRPtKGflJrBx9BmLsSwlU', 'name': 'Pritam', 'type': 'artist', 'uri': 'spotify:artist:1wRPtKGflJrBx9BmLsSwlU'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/4YRxDV8wJFPHPTeXepOstw'}, 'href': 'https://api.spotify.com/v1/artists/4YRxDV8wJFPHPTeXepOstw', 'id': '4YRxDV8wJFPHPTeXepOstw', 'name': 'Arijit Singh', 'type': 'artist', 'uri': 'spotify:artist:4YRxDV8wJFPHPTeXepOstw'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/7f5Zgnp2spUuuzKplmRkt7'}, 'href': 'https://api.spotify.com/v1/artists/7f5Zgnp2spUuuzKplmRkt7', 'id': '7f5Zgnp2spUuuzKplmRkt7', 'name': 'Lost Frequencies', 'type': 'artist', 'uri': 'spotify:artist:7f5Zgnp2spUuuzKplmRkt7'}]",https://api.spotify.com/v1/albums/2DjMuo6Tz2BfmvgA2p63a3,2DjMuo6Tz2BfmvgA2p63a3,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273e1acba3f67dc8403920c5804', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02e1acba3f67dc8403920c5804', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851e1acba3f67dc8403920c5804', 'width': 64}]",Kesariya (Lost Frequencies Remix),1/13/23,day,1,album,spotify:album:2DjMuo6Tz2BfmvgA2p63a3,https://open.spotify.com/album/2DjMuo6Tz2BfmvgA2p63a3
33,single,single,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4YRxDV8wJFPHPTeXepOstw'}, 'href': 'https://api.spotify.com/v1/artists/4YRxDV8wJFPHPTeXepOstw', 'id': '4YRxDV8wJFPHPTeXepOstw', 'name': 'Arijit Singh', 'type': 'artist', 'uri': 'spotify:artist:4YRxDV8wJFPHPTeXepOstw'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/1SyKki7JI1AZNKwgNMkn25'}, 'href': 'https://api.spotify.com/v1/artists/1SyKki7JI1AZNKwgNMkn25', 'id': '1SyKki7JI1AZNKwgNMkn25', 'name': 'Sachet-Parampara', 'type': 'artist', 'uri': 'spotify:artist:1SyKki7JI1AZNKwgNMkn25'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/1QSTtKGPLw4v1eUoiWFhYH'}, 'href': 'https://api.spotify.com/v1/artists/1QSTtKGPLw4v1eUoiWFhYH', 'id': '1QSTtKGPLw4v1eUoiWFhYH', 'name': 'DJ Hardik', 'type': 'artist', 'uri': 'spotify:artist:1QSTtKGPLw4v1eUoiWFhYH'}]",https://api.spotify.com/v1/albums/70PlWnT4tPA2WvfSAt3iWx,70PlWnT4tPA2WvfSAt3iWx,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2730e6a965a9862def68db598d5', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e020e6a965a9862def68db598d5', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048510e6a965a9862def68db598d5', 'width': 64}]",Bekhayali Remix,12/27/22,day,1,album,spotify:album:70PlWnT4tPA2WvfSAt3iWx,https://open.spotify.com/album/70PlWnT4tPA2WvfSAt3iWx
34,single,single,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5XQ88eIWEiiYTagi3v4TE8'}, 'href': 'https://api.spotify.com/v1/artists/5XQ88eIWEiiYTagi3v4TE8', 'id': '5XQ88eIWEiiYTagi3v4TE8', 'name': 'Ramprasad Sen', 'type': 'artist', 'uri': 'spotify:artist:5XQ88eIWEiiYTagi3v4TE8'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/6HNo0Q4iCdsCezjC6G0dAX'}, 'href': 'https://api.spotify.com/v1/artists/6HNo0Q4iCdsCezjC6G0dAX', 'id': '6HNo0Q4iCdsCezjC6G0dAX', 'name': 'Joy Sarkar', 'type': 'artist', 'uri': 'spotify:artist:6HNo0Q4iCdsCezjC6G0dAX'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/4YRxDV8wJFPHPTeXepOstw'}, 'href': 'https://api.spotify.com/v1/artists/4YRxDV8wJFPHPTeXepOstw', 'id': '4YRxDV8wJFPHPTeXepOstw', 'name': 'Arijit Singh', 'type': 'artist', 'uri': 'spotify:artist:4YRxDV8wJFPHPTeXepOstw'}]",https://api.spotify.com/v1/albums/0ymQ2lAry40VGrgC5mV9Uy,0ymQ2lAry40VGrgC5mV9Uy,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27311d8f324547ab382b4a4ad2e', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e0211d8f324547ab382b4a4ad2e', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d0000485111d8f324547ab382b4a4ad2e', 'width': 64}]","Mon Re Krishikaj Janona (From ""Manobjomin"")",12/14/22,day,1,album,spotify:album:0ymQ2lAry40VGrgC5mV9Uy,https://open.spotify.com/album/0ymQ2lAry40VGrgC5mV9Uy
35,single,single,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4YRxDV8wJFPHPTeXepOstw'}, 'href': 'https://api.spotify.com/v1/artists/4YRxDV8wJFPHPTeXepOstw', 'id': '4YRxDV8wJFPHPTeXepOstw', 'name': 'Arijit Singh', 'type': 'artist', 'uri': 'spotify:artist:4YRxDV8wJFPHPTeXepOstw'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/0oOet2f43PA68X5RxKobEy'}, 'href': 'https://api.spotify.com/v1/artists/0oOet2f43PA68X5RxKobEy', 'id': '0oOet2f43PA68X5RxKobEy', 'name': 'Shreya Ghoshal', 'type': 'artist', 'uri': 'spotify:artist:0oOet2f43PA68X5RxKobEy'}]",https://api.spotify.com/v1/albums/2RlnzSYh2dYOPK8zvzNk2Z,2RlnzSYh2dYOPK8zvzNk2Z,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27356f06af9fc72f28570587bf4', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e0256f06af9fc72f28570587bf4', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d0000485156f06af9fc72f28570587bf4', 'width': 64}]",Makhmali - Lofi Mix,12/8/22,day,1,album,spotify:album:2RlnzSYh2dYOPK8zvzNk2Z,https://open.spotify.com/album/2RlnzSYh2dYOPK8zvzNk2Z
36,single,single,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4YRxDV8wJFPHPTeXepOstw'}, 'href': 'https://api.spotify.com/v1/artists/4YRxDV8wJFPHPTeXepOstw', 'id': '4YRxDV8wJFPHPTeXepOstw', 'name': 'Arijit Singh', 'type': 'artist', 'uri': 'spotify:artist:4YRxDV8wJFPHPTeXepOstw'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/09UmIX92EUH9hAK4bxvHx6'}, 'href': 'https://api.spotify.com/v1/artists/09UmIX92EUH9hAK4bxvHx6', 'id': '09UmIX92EUH9hAK4bxvHx6', 'name': 'Mithoon', 'type': 'artist', 'uri': 'spotify:artist:09UmIX92EUH9hAK4bxvHx6'}]",https://api.spotify.com/v1/albums/3VdmgKfAUkK2M5PiMwmQGl,3VdmgKfAUkK2M5PiMwmQGl,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27309e0a77493fdec0ac2bed1c9', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e0209e0a77493fdec0ac2bed1c9', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d0000485109e0a77493fdec0ac2bed1c9', 'width': 64}]","Jo Tum Saath Ho (From ""Salaam Venky"")",12/6/22,day,1,album,spotify:album:3VdmgKfAUkK2M5PiMwmQGl,https://open.spotify.com/album/3VdmgKfAUkK2M5PiMwmQGl
